104.752,302.431,42.6053,103.526,281.541,48.1867,102.193,262.627,52.3017,100.618,243.187,55.2462,99.2162,225.544,56.3812,97.8276,207.494,56.4479,96.2234,191.771,55.1472,94.8081,174.809,52.6096,93.56,159.207,47.026,92.3101,143.207,41.6298,90.9416,127.599,35.7695,89.7611,114.127,27.9177,88.6583,98.5851,19.8369,87.4073,85.3564,9.99468,86.4556,71.9814,2.85805,85.3743,56.2725,11.838,84.0905,41.0908,19.3338,83.0176,26.2559,25.5154,81.6773,7.64515,32.2029,80.6015,-7.30593,35.8842,79.437,-21.3232,38.1529,78.1882,-35.0984,39.257,76.9642,-48.8267,39.3299,75.7857,-62.284,37.9952
103.389,283.031,47.2042,101.66,261.644,51.4968,100.198,243.435,53.8357,98.4536,223.719,55.3546,96.6861,205.811,55.046,95.1802,187.647,53.6446,93.5128,171.816,49.0723,91.8742,155.521,44.6007,90.4339,138.339,39.5176,88.809,122.928,32.7762,87.2426,107.267,25.2135,85.5174,93.4814,16.2244,83.9593,78.3224,6.57446,82.4519,64.1898,6.23688,80.8909,47.5221,15.788,79.2622,32.345,23.2776,77.5261,12.2871,31.9398,75.9183,-2.71952,37.0764,74.3086,-17.6754,41.0995,72.7388,-32.378,43.8573,71.0765,-46.763,45.3646,69.686,-61.0818,45.4845,,,,,,
104.118,289.745,45.645,102.815,271.346,50.003,101.254,252.263,53.1698,99.8677,231.736,55.1948,98.0703,214.156,54.9379,96.6502,197.99,53.2412,95.0479,181.323,50.5799,93.5372,165.109,46.9308,92.0314,147.921,42.1859,90.4171,133.849,35.7185,89.123,118.146,28.6356,87.7285,102.788,20.6078,86.3273,89.2583,10.9739,85.2096,74.4887,2.19857,84.0971,59.3014,11.3964,82.5315,39.3557,21.4527,81.2924,24.04,28.0428,80.0333,8.94999,33.2227,78.6649,-6.01387,37.3521,77.426,-20.8302,40.2869,76.0615,-34.9059,41.6863,74.7605,-49.1588,42.1936,73.4741,-63.0811,41.5892,,,
104.305,292.443,45.2218,102.8,274.945,50.1926,101.199,255.406,54.3408,99.7038,236.627,56.6933,97.9266,219.507,57.5419,96.2522,202.827,57.2162,94.7777,184.936,55.7372,93.2586,168.492,52.6515,92.0841,149.552,56.2901,91.6462,152.498,48.2897,89.9522,136.884,42.6322,88.1732,121.599,36.7281,86.5342,107.191,28.9106,84.9741,92.9871,20.5338,83.3071,81.8018,9.6539,81.6377,61.9958,4.19467,80.0305,46.1777,12.9513,78.3525,31.6491,19.9489,76.8206,16.4424,26.0895,75.2448,1.93,30.4834,73.7489,-12.5636,33.8065,72.4433,-26.9926,36.1601,70.9662,-40.8689,36.9322,69.7025,-54.7188,36.4391
104.655,301.01,42.8313,103.454,280.362,47.8681,101.987,259.304,51.614,100.54,241.39,53.2331,99.1693,223.982,53.548,97.7481,205.195,52.8198,96.4773,188.004,50.5206,94.9776,169.765,47.3155,93.6704,153.691,42.7155,92.1164,138.646,36.6497,90.7012,122.046,30.1381,89.2713,107.056,22.0987,87.9108,92.3206,13.0196,86.7668,77.8617,3.17836,85.4445,62.5359,8.93084,83.7453,42.0594,18.7423,82.4055,26.3569,25.2007,81.0633,11.168,30.0214,79.6932,-4.41415,33.9824,78.453,-19.5868,36.477,77.07,-34.1256,37.79,75.6605,-48.7088,37.9335,74.1977,-62.7505,36.74,,,
104.504,295.24,44.5242,103.145,276.251,49.7447,101.698,255.525,53.6125,100.569,235.711,55.9241,99.1361,217.722,56.7286,97.7339,199.484,56.0898,96.2729,182.737,54.113,95.0413,165.757,51.0442,93.8374,148.661,46.8648,92.3927,132.779,41.4476,91.2462,117.959,34.5421,90.2444,102.368,27.1571,89.0386,88.1354,18.2395,87.7269,74.0695,8.43065,86.5513,55.6806,6.10323,85.607,38.8864,15.5244,84.4987,23.3979,22.7698,83.5631,8.30656,28.6002,82.5199,-7.04419,33.4056,81.4293,-22.083,37.0244,80.2425,-36.5533,39.169,79.122,-51.1097,40.2969,,,,,,
104.986,298.178,43.2777,103.676,279.418,46.2625,103.462,280.414,47.6098,102.069,260.484,51.432,100.54,241.39,53.2331,99.0256,221.937,54.1003,97.6798,204.248,53.1945,96.3525,186.269,51.2519,94.9645,169.726,47.9122,93.7041,151.537,43.7795,92.117,136.008,37.891,90.7488,120.244,31.3915,89.2895,104.849,23.7309,88.0373,89.3163,15.2376,86.5918,75.0302,5.32318,85.0775,55.5552,9.34639,83.9038,39.76,17.9082,82.6504,23.7988,25.3115,81.3758,8.24362,31.1694,80.1779,-7.46593,35.8518,78.9123,-22.2233,39.0632,77.6568,-37.1318,41.423,76.5222,-51.9301,42.324,,,
104.645,300.949,43.1033,103.356,279.02,48.3259,101.796,260.305,52.4166,99.9629,240.081,54.81,98.3198,221.707,55.6737,96.5704,203.972,55.1431,95.0307,185.15,53.4883,93.4447,167.871,50.8332,92.216,148.265,54.7112,91.9305,150.511,46.4712,90.4696,133.125,41.558,89.0413,118.163,34.8554,87.6599,102.934,26.9923,86.3481,88.0349,18.3014,84.943,73.398,8.91998,83.6242,54.4417,6.10269,82.532,38.2955,15.1044,81.3798,22.3815,22.6127,80.3033,6.63945,28.7004,79.3083,-8.65899,33.6798,78.2727,-24.0916,37.385,77.0816,-38.7005,39.5506,76.1618,-53.2646,40.6932,,,
104.714,298.131,43.548,103.526,277.776,48.2676,102.376,258.058,52.0397,100.918,240.262,53.6346,99.902,221.914,54.3159,98.5991,202.409,53.9223,97.359,186.298,51.6436,96.2749,169.057,48.234,95.2454,152.407,43.9463,94.0977,136.282,38.1714,93.0486,121.226,31.4407,92.0492,106.487,23.5024,90.4759,87.8566,16.1297,89.4251,73.8777,6.32665,88.6436,57.7882,9.52294,87.7376,41.5996,17.8914,86.8538,26.002,24.7812,85.9797,10.7527,30.1771,85.2152,-4.21866,34.3083,84.4159,-19.2078,37.3199,83.6174,-33.7745,39.0618,82.9136,-47.8466,39.3204,82.1204,-62.364,39.0637,,,
108.459,292.249,44.447,107.639,272.525,48.5548,106.897,251.231,51.4093,105.973,231.059,52.3439,105.089,211.78,52.0551,104.378,192.494,50.6485,103.577,174.92,47.7738,102.757,159.469,43.4358,101.911,141.72,38.1972,101.047,124.109,32.1538,100.341,108.381,24.7349,99.5018,93.0863,16.0854,98.5838,78.6298,6.31328,97.8189,62.6294,6.51786,96.8672,46.5278,14.6069,95.4983,26.4882,23.2461,94.4803,10.4173,28.7429,93.5379,-5.13944,32.8133,92.5397,-20.2974,35.6411,91.6048,-35.581,37.3925,90.6074,-50.3976,37.857,,,,,,,,,
